unique-id,title,authors,doi,pmid,eissn,issn,advanced_online_year,year,month,journal,number,volume,pages
WOS:A1996WD23900003,Chromosomal insertion of foreign DNA,"Bishop,JO",,9021872,,0926-5287,,1996,,REPRODUCTION NUTRITION DEVELOPMENT,6,36,607-618
WOS:000411588000007,Population genomics of picophytoplankton unveils novel chromosome hypervariability,"Blanc-Mathieu,Romain|Krasovec,Marc|Hebrard,Maxime|Yau,Sheree|Desgranges,Elodie|Martin,Joel|Schackwitz,Wendy|Kuo,Alan|Salin,Gerald|Donnadieu,Cecile|Desdevises,Yves|Sanchez-Ferandin,Sophie|Moreau,Herve|Rivals,Eric|Grigoriev,Igor V.|Grimsley,Nigel|Eyre-Walker,Adam|Piganeau,Gwenael",10.1126/sciadv.1700239,28695208,,2375-2548,,2017,July,SCIENCE ADVANCES,7,3,
WOS:000248130600001,CRISPR Recognition Tool (CRT): a tool for automatic detection of clustered regularly interspaced palindromic repeats,"Bland,Charles|Ramsey,Teresa L.|Sabree,Fareedah|Lowe,Micheal|Brown,Kyndall|Kyrpides,Nikos C.|Hugenholtz,Philip",10.1186/1471-2105-8-209,17577412,,1471-2105,,2007,June,BMC BIOINFORMATICS,,8,
WOS:000345529600006,Simple and Rapid In Vivo Generation of Chromosomal Rearrangements using CRISPR/Cas9 Technology,"Blasco,Rafael B.|Karaca,Elif|Ambrogio,Chiara|Cheong,Taek-Chin|Karayol,Emre|Minero,Valerio G.|Voena,Claudia|Chiarle,Roberto",10.1016/j.celrep.2014.10.051,25456124,,2211-1247,,2014,November,CELL REPORTS,4,9,1219-1227
WOS:000328551300003,Biallelic Genome Modification in F-0 Xenopus tropicalis Embryos Using the CRISPR/Cas System,"Blitz,Ira L.|Biesinger,Jacob|Xie,Xiaohui|Cho,Ken W. Y.",10.1002/dvg.22719,24123579,,1526-968X,,2013,December,GENESIS,12,51,827-834
WOS:000272623600050,Breaking the Code of DNA Binding Specificity of TAL-Type III Effectors,"Boch,Jens|Scholze,Heidi|Schornack,Sebastian|Landgraf,Angelika|Hahn,Simone|Kay,Sabine|Lahaye,Thomas|Nickstadt,Anja|Bonas,Ulla",10.1126/science.1178811,19933107,1095-9203,0036-8075,,2009,December,SCIENCE,5959,326,1509-1512
WOS:000282062400020,Xanthomonas AvrBs3 Family-Type III Effectors: Discovery and Function,"Boch,Jens|Bonas,Ulla",10.1146/annurev-phyto-080508-081936,19400638,,0066-4286,,2010,,,,48,419-436
WOS:000355154000006,"Choosing the Right Tool for the Job: RNAi, TALEN, or CRISPR","Boettcher,Michael|McManus,Michael T.",10.1016/j.molcel.2015.04.028,26000843,1097-4164,1097-2765,,2015,May,MOLECULAR CELL,4,58,575-585
WOS:000231459000006,Clustered Regularly Interspaced Short Palindrome Repeats (CRISPRs) Have Spacers of Extrachromosomal Origin,"Bolotin,Alexander|Quinquis,Benoit|Sorokin,Alexei|Ehrlich,S. Dusko",10.1099/mic.0.28048-0,16079334,1465-2080,1350-0872,,2005,August,Microbiology-SGM,8,151,2551-2561
WOS:000365890700023,DNA-binding-domain fusions enhance the targeting range and precision of Cas9,"Bolukbasi,Mehmet|Gupta,Ankit|Oikemus,Sarah|Derr,Alan G.|Garber,Manuel|Brodsky,Michael H.|Zhu,Lihua|Wolfe,Scot A.",10.1038/nmeth.3624,26480473,1548-7105,1548-7091,,2015,December,NATURE METHODS,12,12,1150+
WOS:000358255300019,Catalytic in vivo protein knockdown by small-molecule PROTACs,"Bondeson,Daniel P.|Mares,Alina|Smith,Ian E. D.|Ko,Eunhwa|Campos,Sebastien|Miah,Afjal H.|Mulholland,Katie E.|Routly,Natasha|Buckley,Dennis L.|Gustafson,Jeffrey L.|Zinn,Nico|Grandi,Paola|Shimamura,Satoko|Bergamini,Giovanna|Faelth-Savitski,Maria|Bantscheff,Marcus|Cox,Carly|Gordon,Deborah A.|Willard,Ryan R.|Flanagan,John J.|Casillas,Linda N.|Votta,Bartholomew J.|Besten,Willem|Famm,Kristoffer|Kruidenier,Laurens|Carter,Paul S.|Harling,John D.|Churcher,Ian|Crews,Craig M.",10.1038/NCHEMBIO.1858,26075522,1552-4469,1552-4450,,2015,August,NATURE CHEMICAL BIOLOGY,8,11,611-U120
WOS:000313615900057,Bacteriophage genes that inactivate the CRISPR/Cas bacterial immune system,"Bondy-Denomy,Joe|Pawluk,April|Maxwell,Karen L.|Davidson,Alan R.",10.1038/nature11723,23242138,1476-4687,0028-0836,,2013,January,NATURE,7432,493,429-U181
WOS:000335296600011,To acquire or resist: the complex biological effects of CRISPR-Cas systems,"Bondy-Denomy,Joseph|Davidson,Alan R.",10.1016/j.tim.2014.01.007,24582529,1878-4380,0966-842X,,2014,April,TRENDS IN MICROBIOLOGY,4,22,218-225
WOS:000362095100049,Multiple mechanisms for CRISPR-Cas inhibition by anti-CRISPR proteins,"Bondy-Denomy,Joseph|Garcia,Bianca|Strum,Scott|Du,Mingjian|Rollins,MaryClare F.|Hidalgo-Reyes,Yurima|Wiedenheft,Blake|Maxwell,Karen L.|Davidson,Alan R.",10.1038/nature15254,26416740,1476-4687,0028-0836,,2015,October,NATURE,7571,526,136+
WOS:000292241800001,Using affinity propagation for identifying subspecies among clonal organisms: lessons from M. tuberculosis,"Borile,Claudio|Labarre,Mathieu|Franz,Silvio|Sola,Christophe|Refregier,Guislaine",10.1186/1471-2105-12-224,21635750,,1471-2105,,2011,June,BMC BIOINFORMATICS,,12,
WOS:000351321400004,The CRISPR/Cas9 system for plant genome editing and beyond,"Bortesi,Luisa|Fischer,Rainer",10.1016/j.biotechadv.2014.12.006,25536441,1873-1899,0734-9750,,2015,JAN-FEB,BIOTECHNOLOGY ADVANCES,1,33,41-52
WOS:000258773600011,Large scale variation in Enterococcus faecalis illustrated by the genome analysis of strain OGIRF,"Bourgogne,Agathe|Garsin,Danielle A.|Qin,Xiang|Singh,Kavindra V.|Sillanpaa,Jouko|Yerrapragada,Shailaja|Ding,Yan|Dugan-Rocha,Shannon|Buhay,Christian|Shen,Hua|Chen,Guan|Williams,Gabrielle|Muzny,Donna|Maadani,Arash|Fox,Kristina A.|Gioia,Jason|Chen,Lei|Shang,Yue|Arias,Cesar A.|Nallapareddy,Sreedhar R.|Zhao,Meng|Prakash,Vittal P.|Chowdhury,Shahreen|Jiang,Huaiyang|Gibbs,Richard A.|Murray,Barbara E.|Highlander,Sarah K.|Weinstock,George M.",10.1186/gb-2008-9-7-r110,18611278,,1474-760X,,2008,,GENOME BIOLOGY,7,9,
WOS:000369163300022,Functional Analysis of Bacteriophage Immunity through a Type I-E CRISPR-Cas System in Vibrio cholerae and Its Application in Bacteriophage Genome Engineering,"Box,Allison M.|McGuffie,Matthew J.|O'Hara,Brendan J.|Seed,Kimberley D.",10.1128/JB.00747-15,26598368,1098-5530,0021-9193,,2016,February,JOURNAL OF BACTERIOLOGY,3,198,578-590
WOS:000231483800028,"Millisecond-timescale, genetically targeted optical control of neural activity","Boyden,E.S.|Zhang,F.|Bamberg,E.|Nagel,G.|Deisseroth,K.",10.1038/nn1525,16116447,1546-1726,1097-6256,,2005,September,NATURE NEUROSCIENCE,9,8,1263-1268
WOS:000410812200007,Rapid and reversible epigenome editing by endogenous chromatin regulators,"Braun,Simon M. G.|Kirkland,Jacob G.|Chory,Emma J.|Husmann,Dylan|Calarco,Joseph P.|Crabtree,Gerald R.",10.1038/s41467-017-00644-y,28916764,,2041-1723,,2017,September,NATURE COMMUNICATIONS,,8,
WOS:000332389400075,"A Complex of Cas Proteins 5, 6, and 7 Is Required for the Biogenesis and Stability of Clustered Regularly Interspaced Short Palindromic Repeats (CRISPR)-derived RNAs (crRNAs) in Haloferax volcanii","Brendel,Jutta|Stoll,Britta|Lange,Sita J.|Sharma,Kundan|Lenz,Christof|Stachler,Aris-Edda|Maier,Lisa-Katharina|Richter,Hagen|Nickel,Lisa|Schmitz,Ruth A.|Randau,Lennart|Allers,Thorsten|Urlaub,Henning|Backofen,Rolf|Marchfelder,Anita",10.1074/jbc.M113.508184,24459147,1083-351X,,,2014,March,Journal of Biological Chemistry,10,289,7164-7177
WOS:000344484600014,Guide RNA Functional Modules Direct Cas9 Activity and Orthogonality,"Briner,Alexandra E.|Donohoue,Paul D.|Gomaa,Ahmed A.|Selle,Kurt|Slorach,Euan M.|Nye,Christopher H.|Haurwitz,Rachel E.|Beisel,Chase L.|May,Andrew P.|Barrangou,Rodolphe",10.1016/j.molcel.2014.09.019,25373540,1097-4164,1097-2765,,2014,October,MOLECULAR CELL,2,56,333-339
WOS:000378454200016,Deciphering and shaping bacterial diversity through CRISPR,"Briner,Alexandra E.|Barrangou,Rodolphe",10.1016/j.mib.2016.03.006,27045713,1879-0364,1369-5274,,2016,June,CURRENT OPINION IN MICROBIOLOGY,,31,101-108
WOS:000347916900003,Easy quantitative assessment of genome editing by sequence trace decomposition,"Brinkman,Eva K.|Chen,Tao|Amendola,Mario|Steensel,Bas",10.1093/nar/gku936,25300484,1362-4962,0305-1048,,2014,December,NUCLEIC ACIDS RESEARCH,22,42,
WOS:000345072400019,Efficient Gene Editing in Tomato in the First Generation Using the Clustered Regularly Interspaced Short Palindromic Repeats/CRISPR-Associated9 System,"Brooks,Christopher|Nekrasov,Vladimir|Lippman,Zachary B.|Eck,Joyce",10.1104/pp.114.247577,25225186,1532-2548,0032-0889,,2014,November,PLANT PHYSIOLOGY,3,166,1292-1297
WOS:000258436700038,Small CRISPR RNAs Guide Antiviral Defense in Prokaryotes,"Brouns,Stan J. J.|Jore,Matthijs M.|Lundgren,Magnus|Westra,Edze R.|Slijkhuis,Rik J. H.|Snijders,Ambrosius P. L.|Dickman,Mark J.|Makarova,Kira S.|Koonin,Eugene V.|van der Oost,John",10.1126/science.1159689,18703739,,0036-8075,,2008,August,Science,5891,321,960-964
WOS:000237737200001,"Mycobacterium tuberculosis complex genetic diversity: mining the fourth international spoligotyping database (SpoIDB4) for classification, population genetics and epidemiology","Brudey,Karine|Driscoll,Jeffrey R.|Rigouts,Leen|Prodinger,Wolfgang M.|Gori,Andrea|Al-Hajoj,Sahal A.|Allix,Caroline|Aristimuno,Liselotte|Arora,Jyoti|Baumanis,Viesturs|Binder,Lothar|Cafrune,Patricia|Cataldi,Angel|Cheong,Soonfatt|Diel,Roland|Ellermeier,Christopher|Evans,Jason T.|Fauville-Dufaux,Maryse|Ferdinand,Severine|Viedma,Dario|Garzelli,Carlo|Gazzola,Lidia|Gomes,Harrison M.|Guttierez,M. Cristina|Hawkey,Peter M.|Helden,Paul D.|Kadival,Gurujaj V.|Kreiswirth,Barry N.|Kremer,Kristin|Kubin,Milan|Kulkarni,Savita P.|Liens,Benjamin|Lillebaek,Troels|Ly,Ho|Martin,Carlos|Martin,Christian|Mokrousov,Igor|Narvskaia,Olga|Ngeow,Yun|Naumann,Ludmilla|Niemann,Stefan|Parwati,Ida|Rahim,Zeaur|Rasolofo-Razanamparany,Voahangy|Rasolonavalona,Tiana|Rossetti,M. Lucia|Ruesch-Gerdes,Sabine|Sajduda,Anna|Samper,Sofia|Shemyakin,Igor G.|Singh,Urvashi B.|Somoskovi,Akos|Skuce,Robin A.|Soolingen,Dick|Streicher,Elisabeth M.|Suffys,Philip N.|Tortoli,Enrico|Tracevska,Tatjana|Vincent,Veronique|Victor,Tommie C.|Warren,Robin M.|Yap,Sook Fan|Zaman,Khadiza|Portaels,Francoise|Rastogi,Nalin|Sola,Christophe",10.1186/1471-2180-6-23,16519816,,1471-2180,,2006,March,BMC MICROBIOLOGY,,6,
WOS:000305339100131,CRISPR/cas Loci of Type II Propionibacterium acnes Confer Immunity against Acquisition of Mobile Elements Present in Type I P. acnes,"Bruggemann,Holger|Lomholt,Hans B.|Tettelin,Herve|Kilian,Mogens",10.1371/journal.pone.0034171,22479553,,1932-6203,,2012,March,PLOS ONE,3,7,
WOS:000429111900014,PIM Kinases Are a Potential Prognostic Biomarker and Therapeutic Target in Neuroblastoma,"Brunen,Diede|Vries,Romy C.|Lieftink,Cor|Beijersbergen,Roderick L.|Bernards,Rene",10.1158/1535-7163.MCT-17-0868,29440296,1538-8514,1535-7163,,2018,April,MOLECULAR CANCER THERAPEUTICS,4,17,849-857
WOS:A1996VD42800028,"Complete genome sequence of the methanogenic archaeon, Methanococcus Jannaschii","Bult,C.J.|White,O.|Olsen,G.J.|Zhou,L.X.|Fleischmann,R.D.|Sutton,G.G.|Blake,J.A.|FitzGerald,L.M.|Clayton,R.A.|Gocayne,J.D.|Kerlavage,A.R.|Dougherty,B.A.|Tomb,J.F.|Adams,M.D.|Reich,C.I.|Overbeek,R.|Kirkness,E.F.|Weinstock,K.G.|Merrick,J.M.|Glodek,A.|Scott,J.L.|Geoghagen,N.S.M.|Weidman,J.F.|Fuhrmann,J.L.|Nguyen,D.|Utterback,T.R.|Kelley,J.M.|Peterson,J.D.|Sadow,P.W.|Hanna,M.C.|Cotton,M.D.|Roberts,K.M.|Hurst,M.A.|Kaine,B.P.|Borodovsky,M.|Klenk,H.P.|Fraser,C.M.|Smith,H.O.|Woese,C.R.|Venter,J.C.",10.1126/science.273.5278.1058,8688087,,0036-8075,,1996,August,SCIENCE,5278,273,1058-1073
WOS:000393191300014,Induced pluripotent stem cells (iPSC) created from skin fibroblasts of patients with Prader-Willi syndrome (PWS) retain the molecular signature of PWS,"Burnett,Lisa C.|LeDuc,Charles A.|Sulsona,Carlos R.|Paull,Daniel|Eddiry,Sanaa|Levy,Brynn|Salles,Jean|Tauber,Maithe|Driscoll,Daniel J.|Egli,Dieter|Leibel,Rudolph L.",10.1016/j.scr.2016.08.008,27789403,1876-7753,1873-5061,,2016,November,STEM CELL RESEARCH,3,17,526-530
WOS:000371020200002,Major bacterial lineages are essentially devoid of CRISPR-Cas viral defence systems,"Burstein,David|Sun,Christine L.|Brown,Christopher T.|Sharon,Itai|Anantharaman,Karthik|Probst,Alexander J.|Thomas,Brian C.|Banfield,Jillian F.",10.1038/ncomms10613,26837824,,2041-1723,,2016,February,NATURE COMMUNICATIONS,,7,
WOS:000393737500042,New CRISPR-Cas systems from uncultivated microbes,"Burstein,David|Harrington,Lucas B.|Strutt,Steven C.|Probst,Alexander J.|Anantharaman,Karthik|Thomas,Brian C.|Doudna,Jennifer A.|Banfield,Jillian F.",10.1038/nature21059,28005056,1476-4687,0028-0836,,2017,February,NATURE,7640,542,237-241
WOS:000338444900010,Mechanisms of oncogenic chromosomal translocations,"Byrne,Michael|Wray,Justin|Reinert,Brian|Wu,Yuehan|Nickoloff,Jac|Lee,Suk-Hee|Hromas,Robert|Williamson,Elizabeth",10.1111/nyas.12370,24528169,,0077-8923,,2014,,,,1310,89-97
WOS:000292134900002,Non-Identity-Mediated CRISPR-Bacteriophage Interaction Mediated via the Csy and Cas3 Proteins,"Cady,Kyle C.|O'Toole,George A.",10.1128/JB.01411-10,21398535,1098-5530,0021-9193,,2011,July,JOURNAL OF BACTERIOLOGY,14,193,3433-3445
WOS:000288483200012,"Prevalence, conservation and functional analysis of Yersinia and Escherichia CRISPR regions in clinical Pseudomonas aeruginosa isolates","Cady,K. C.|White,A. S.|Hammond,J. H.|Abendroth,M. D.|Karthikeyan,R. S. G.|Lalitha,P.|Zegans,M. E.|O'Toole,G. A.",10.1099/mic.0.045732-0,,1465-2080,1350-0872,,2011,February,MICROBIOLOGY-SGM,2,157,430-437
WOS:000309990800002,The CRISPR/Cas Adaptive Immune System of Pseudomonas aeruginosa Mediates Resistance to Naturally Occurring and Engineered Phages,"Cady,Kyle C.|Bondy-Denomy,Joe|Heussler,Gary E.|Davidson,Alan R.|O'Toole,George A.",10.1128/JB.01184-12,22885297,1098-5530,0021-9193,,2012,November,JOURNAL OF BACTERIOLOGY,21,194,5728-5738
WOS:000390016000003,CRISPR-mediated genome editing and human diseases,"Cai,Liquan|Fisher,Alfred L.|Huang,Haochu|Xie,Zijian",10.1016/j.gendis.2016.07.003,30258895,2352-3042,2352-4820,,2016,December,GENES \& DISEASES,4,3,244-251
WOS:000369304500010,BIOTECHNOLOGY Embryo editing gets green light,"Callaway,Ewen",10.1038/nature.2016.19270,26842037,1476-4687,0028-0836,,2016,February,NATURE,7588,530,18
WOS:000374843400013,The CRISPR Way to Think about Duchenne's,"Calos,Michele P.",10.1056/NEJMcibr1601383,27119241,1533-4406,0028-4793,,2016,April,NEW ENGLAND JOURNAL OF MEDICINE,17,374,1684-1686
WOS:000402291800023,Mapping the genomic landscape of CRISPR-Cas9 cleavage,"Cameron,Peter|Fuller,Chris K.|Donohoue,Paul D.|Jones,Brittnee N.|Thompson,Matthew S.|Carter,Matthew M.|Gradia,Scott|Vidal,Bastien|Garner,Elizabeth|Slorach,Euan M.|Lau,Elaine|Banh,Lynda M.|Lied,Alexandra M.|Edwards,Leslie S.|Settle,Alexander H.|Capurso,Daniel|Llaca,Victor|Deschamps,Stephane|Cigan,Mark|Young,Joshua K.|May,Andrew P.",10.1038/NMETH.4284,28459459,1548-7105,1548-7091,,2017,June,NATURE METHODS,6,14,600+
WOS:A1996TY87700056,Sheep cloned by nuclear transfer from a cultured cell line,"Campbell,KHS|McWhir,J|Ritchie,WA|Wilmut,I",10.1038/380064a0,8598906,1476-4687,0028-0836,,1996,March,NATURE,6569,380,64-66
WOS:000419767600026,Inhibition of 53BP1 favors homology-dependent DNA repair and increases CRISPR-Cas9 genome-editing efficiency,"Canny,Marella D.|Moatti,Nathalie|Wan,Leo C. K.|Fradet-Turcotte,Amelie|Krasner,Danielle|Mateos-Gomez,Pedro A.|Zimmermann,Michal|Orthwein,Alexandre|Juang,Yu-Chi|Zhang,Wei|Noordermeer,Sylvie M.|Seclen,Eduardo|Wilson,Marcus D.|Vorobyov,Andrew|Munro,Meagan|Ernst,Andreas|Ng,Timothy|Cho,Tiffany|Cannon,Paula M.|Sidhu,Sachdev S.|Sicheri,Frank|Durocher,Daniel",10.1038/nbt.4021,29176614,1546-1696,1087-0156,,2018,January,NATURE BIOTECHNOLOGY,1,36,95+
WOS:000381524500001,Writing of H3K4Me3 overcomes epigenetic silencing in a sustained but context-dependent manner,"Cano-Rodriguez,David|Gjaltema,Rutger A. F.|Jilderda,Laura J.|Jellema,Pytrick|Dokter-Fokkens,Jelleke|Ruiters,Marcel H. J.|Rots,Marianne G.",10.1038/ncomms12284,27506838,,2041-1723,,2016,August,NATURE COMMUNICATIONS,,7,
WOS:000340558300012,Characterization of Genomic Deletion Efficiency Mediated by Clustered Regularly Interspaced Palindromic Repeats (CRISPR)/Cas9 Nuclease System in Mammalian Cells,"Canver,Matthew C.|Bauer,Daniel E.|Dass,Abhishek|Yien,Yvette Y.|Chung,Jacky|Masuda,Takeshi|Maeda,Takahiro|Paw,Barry H.|Orkin,Stuart H.",10.1074/jbc.M114.564625,24907273,1083-351X,,,2014,August,JOURNAL OF BIOLOGICAL CHEMISTRY,31,289,21312-21324
WOS:000364396700036,BCL11A enhancer dissection by Cas9-mediated in situ saturating mutagenesis,"Canver,Matthew C.|Smith,Elenoe C.|Sher,Falak|Pinello,Luca|Sanjana,Neville E.|Shalem,Ophir|Chen,Diane D.|Schupp,Patrick G.|Vinjamur,Divya S.|Garcia,Sara P.|Luc,Sidinh|Kurita,Ryo|Nakamura,Yukio|Fujiwara,Yuko|Maeda,Takahiro|Yuan,Guo-Cheng|Zhang,Feng|Orkin,Stuart H.|Bauer,Daniel E.",10.1038/nature15521,26375006,1476-4687,0028-0836,,2015,November,NATURE,7577,527,192+
WOS:A1989AA76500022,ALTERING THE GENOME BY HOMOLOGOUS RECOMBINATION,"CAPECCHI,M.R.",10.1126/science.2660260,2660260,1095-9203,0036-8075,,1989,June,SCIENCE,4910,244,1288-1292
WOS:000229490100016,Gene targeting in mice: functional analysis of the mammalian genome for the twenty-first century,"Capecchi,M.R.",10.1038/nrg1619,15931173,,1471-0056,,2005,June,NATURE REVIEWS GENETICS,6,6,507-512
WOS:000364318900006,"No time to waste-the ethical challenges created by CRISPR CRISPR/Cas, being an efficient, simple, and cheap technology to edit the genome of any organism, raises many ethical and regulatory issues beyond the use to manipulate human germ line cells","Caplan,Arthur L.|Parent,Brendan|Shen,Michael|Plunkett,Carolyn",10.15252/embr.201541337,26450575,1469-3178,1469-221X,,2015,November,EMBO REPORTS,11,16,1421-1426
WOS:000311147800023,Efficient TALEN-mediated gene knockout in livestock,"Carlson,Daniel F.|Tan,Wenfang|Lillico,Simon G.|Stverakova,Dana|Proudfoot,Chris|Christian,Michelle|Voytas,Daniel F.|Long,Charles R.|Whitelaw,C. Bruce A.|Fahrenkrug,Scott C.",10.1073/pnas.1211446109,23027955,,0027-8424,,2012,October,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,43,109,17382-17387
WOS:000260615200001,Progress and prospects: Zinc-finger nucleases as gene therapy agents,"Carroll,D.",10.1038/gt.2008.145,18784746,1476-5462,0969-7128,,2008,November,GENE THERAPY,22,15,1463-1468
WOS:000293700000002,Genome Engineering With Zinc-Finger Nucleases,"Carroll,Dana",10.1534/genetics.111.131433,21828278,1943-2631,0016-6731,,2011,August,GENETICS,4,188,773-782
WOS:000308519800004,A CRISPR Approach to Gene Targeting,"Carroll,Dana",10.1038/mt.2012.171,22945229,,1525-0016,,2012,September,MOLECULAR THERAPY,9,20,1658-1660
WOS:000348432500017,Genome Engineering with Targetable Nucleases,"Carroll,Dana",10.1146/annurev-biochem-060713-035418,24606144,,0066-4154,,2014,,,,83,409-439
WOS:000262110400012,Cas6 is an endoribonuclease that generates guide RNAs for invader defense in prokaryotes,"Carte,Jason|Wang,Ruiying|Li,Hong|Terns,Rebecca M.|Terns,Michael P.",10.1101/gad.1742908,19141480,1549-5477,0890-9369,,2008,December,GENES \& DEVELOPMENT,24,22,3489-3496
WOS:000283047900014,Binding and cleavage of CRISPR RNA by Cas6,"Carte,Jason|Pfister,Neil T.|Compton,Mark M.|Terns,Rebecca M.|Terns,Michael P.",10.1261/rna.2230110,20884784,1469-9001,1355-8382,,2010,November,RNA,11,16,2181-2188
WOS:000339481300008,The three major types of CRISPR-Cas systems function independently in CRISPR RNA biogenesis in Streptococcus thermophilus,"Carte,Jason|Christopher,Ross T.|Smith,Justin T.|Olson,Sara|Barrangou,Rodolphe|Moineau,Sylvain|Glover,III|Graveley,Brenton R.|Terns,Rebecca M.|Terns,Michael P.",10.1111/mmi.12644,24811454,1365-2958,0950-382X,,2014,July,MOLECULAR MICROBIOLOGY,1,93,98-112
WOS:000426698700022,A highly specific SpCas9 variant is identified by in vivo screening in yeast,"Casini,Antonio|Olivieri,Michele|Petris,Gianluca|Montagna,Claudia|Reginato,Giordano|Maule,Giulia|Lorenzin,Francesca|Prandi,Davide|Romanel,Alessandro|Demichelis,Francesca|Inga,Alberto|Cereseto,Anna",10.1038/nbt.4066,29431739,1546-1696,1087-0156,,2018,March,NATURE BIOTECHNOLOGY,3,36,265+
WOS:000419550700113,The UCSC Genome Browser database: 2018 update,"Casper,Jonathan|Zweig,Ann S.|Villarreal,Chris|Tyner,Cath|Speir,Matthew L.|Rosenbloom,Kate R.|Raney,Brian J.|Lee,Christopher M.|Lee,Brian T.|Karolchik,Donna|Hinrichs,Angie S.|Haeussler,Maximilian|Guruvadoo,Luvina|Gonzalez,Jairo|Gibson,David|Fiddes,Ian T.|Eisenhart,Christopher|Diekhans,Mark|Clawson,Hiram|Barber,Galt P.|Armstrong,Joel|Haussler,David|Kuhn,Robert M.|Kent,W. James",10.1093/nar/gkx1020,29106570,1362-4962,0305-1048,,2018,January,NUCLEIC ACIDS RESEARCH,,46,D762-D769
WOS:000262519200036,The promises and pitfalls of RNA-interference-based therapeutics,"Castanotto,Daniela|Rossi,John J.",10.1038/nature07758,19158789,1476-4687,0028-0836,,2009,January,NATURE,7228,457,426-433
WOS:000365318200001,"High-frequency, precise modification of the tomato genome","Cermak,Tomas|Baltes,Nicholas J.|Cegan,Radim|Zhang,Yong|Voytas,Daniel F.",10.1186/s13059-015-0796-9,26541286,,1474-760X,,2015,November,GENOME BIOLOGY,,16,
WOS:000280245300003,Comparative network clustering of direct repeats (DRs) and cas genes confirms the possibility of the horizontal transfer of CRISPR locus among bacteria,"Chakraborty,Sajib|Snijders,Ambrosius P.|Chakravorty,Rajib|Ahmed,Musaddeque|Tarek,Ashek|Hossain,M. Anwar",10.1016/j.ympev.2010.05.020,20580935,,1055-7903,,2010,September,MOLECULAR PHYLOGENETICS AND EVOLUTION,3,56,878-887
